Date,EREGL.IS,SISE.IS,TOASO.IS,FROTO.IS,THYAO.IS,GARAN.IS,AKBNK.IS,EKGYO.IS,BIMAS.IS,MGROS.IS
2019-06-12,0.6036748092772477,0.6012290746473873,0.5039818935493553,0.7067570628893983,0.5525018219770074,0.5092530622051211,0.5572586435124508,0.6479513536685951,0.5445359007535773,0.6317471772423103
2019-06-13,0.5724584104629176,0.6238889818232484,0.5073398138007619,0.726824969195805,0.5467831062398244,0.5075500511965826,0.5420673015119046,0.66003874094128,0.5072676163906839,0.5965838160392624
2019-06-14,0.5563754555174837,0.6186172704589957,0.5079528957292264,0.7365227436925069,0.5574499570898828,0.5212315905402666,0.5236451191700422,0.659987489837808,0.5205578036043995,0.5867618325080182
2019-06-17,0.532488013206317,0.6001958821121477,0.5194561691060832,0.7434511985858321,0.570824304530783,0.5318800383359376,0.5051119415519761,0.670772420633682,0.5031926056187626,0.5716758915179866
2019-06-18,0.5094971625288519,0.5960238960975662,0.5280400589366155,0.741468392025975,0.5544759490813626,0.5262265517746282,0.5211878398215837,0.6860146718999894,0.5150377243592141,0.5614420069814191
2019-06-19,0.5035348463695403,0.5963449237657295,0.5394837011903433,0.7424853576307462,0.5433254097192218,0.5077978757697476,0.5298005487561485,0.6857150504197124,0.5026041937400237,0.5643065147117541
2019-06-20,0.5132122071781514,0.5919707455320246,0.5299621932155402,0.7486396421435426,0.5114574638107131,0.5090099041891017,0.5351579933043654,0.6868330729976996,0.507268284149201,0.5578840610826878
2019-06-21,0.5053007385061355,0.5829361941178166,0.5227837280741026,0.7526344199130773,0.5122650278241576,0.5153092174758779,0.5538012268085858,0.6818549526873693,0.5151320543928651,0.557286775589545
2019-06-24,0.5202400827107999,0.6079432608355495,0.5254157304066148,0.7451101774012369,0.528412832604036,0.5038345529324849,0.5673734837492681,0.6712827795207928,0.5056167176458493,0.5599518718858755
2019-06-25,0.5367841105602903,0.5881344086718204,0.5526405905761499,0.7544847581434909,0.5417953234670576,0.5238579045446917,0.5327622206232272,0.6679203018801135,0.5014079714768512,0.5535557698626237
2019-06-26,0.5393466654656941,0.5843199218112244,0.5717351697136851,0.7343225096832017,0.5462833321680708,0.5134963913733407,0.5468340178568399,0.6896757130510447,0.519317711460689,0.5391452928550514
2019-06-27,0.5066799345322083,0.5922203901001607,0.5600342103045562,0.7240315231467874,0.570344826354219,0.5308776243435529,0.5811550381687091,0.6866650329403897,0.5278142202607703,0.525733860840274
2019-06-28,0.5028634383236329,0.5869706460628338,0.5556283833722365,0.7287768620621667,0.5463196349608684,0.5359856556693817,0.5775256096142956,0.686860550541443,0.5158534981883172,0.559048742640985
2019-07-01,0.5218381363269134,0.5938803343388014,0.5364040723462044,0.6873033228933685,0.5636001506147594,0.5812618372257243,0.6217949872588465,0.6959457839746533,0.5155139774889458,0.5359858369800702
2019-07-02,0.563361916537818,0.6115971882005357,0.5350800902764004,0.6974586549127757,0.5219820001474956,0.5947974498022709,0.584251382569789,0.6911963816873619,0.5108895853597589,0.5343396763477836
2019-07-03,0.5578906129277806,0.6113836764791133,0.5621437500180615,0.7093978801653495,0.5441976262582243,0.575667890089855,0.545089689924968,0.687725884447484,0.5408595046382603,0.531960914723892
2019-07-04,0.5567991793536485,0.6295485460910051,0.5472365743733107,0.6686529483449396,0.5399402954552829,0.613858965478547,0.5643293886026609,0.6952182908949386,0.5539840915701558,0.5265556565747391
2019-07-05,0.5651825003272269,0.6218508337393561,0.5361160835485004,0.6294518671855674,0.5428331783698094,0.6338989089971159,0.6179153313314557,0.696544561081255,0.5329258866132356,0.5238970041582278
2019-07-08,0.5651220123610926,0.6308448964564559,0.538343257150124,0.6416226039177797,0.576450261972484,0.6211394124032522,0.6415892991847263,0.6578248661900575,0.5303081661398102,0.5427607018156023
2019-07-09,0.5601212090334265,0.6039493767970732,0.5181017625987049,0.6661702380415496,0.6114301400696674,0.5789911772009267,0.6303264276843965,0.6592310896124721,0.5793448917271167,0.5382026817400555
2019-07-10,0.5666917862854904,0.6197375140679406,0.5018537672321811,0.6625392187883623,0.613558497372476,0.577526439810236,0.6262604965084844,0.649429510625448,0.593065037776137,0.5081201172996833
2019-07-11,0.5508752508387419,0.632178736473747,0.5104276655950742,0.65849874200973,0.6177492276992637,0.5640781476778289,0.6176394190991424,0.6470889266740582,0.611021553321153,0.5070819451730307
2019-07-12,0.5688934394080912,0.6174726528594598,0.5127182533306172,0.6550099833536257,0.6145455411403498,0.5610368708502479,0.6305752826248747,0.6434163079016594,0.6177183220525521,0.507294264241123
2019-07-16,0.5641663991353257,0.6209294201656894,0.5060328447141867,0.6722624830243333,0.600516511771478,0.52949712821991,0.6219395502654758,0.6472039850395244,0.6228338051360068,0.5076838058195218
2019-07-17,0.5652413269871609,0.643819372121301,0.5035178318727138,0.6684689839546728,0.5937075498766006,0.5463526129824648,0.619858191279975,0.6477409447390254,0.6027739575305396,0.5095376161037218
2019-07-18,0.5832503728999446,0.638922437453156,0.5016678293222958,0.6531656176603301,0.5853630769385679,0.5750215538393483,0.6314234811461729,0.6501330013301617,0.5929836357726891,0.5067424295255859
2019-07-19,0.5578942073637878,0.6382672669861292,0.5109423341006035,0.6486327145471072,0.6130954966839169,0.5582609293656254,0.629871293793267,0.6544748473459944,0.5953305654314199,0.5206939811418051
2019-07-22,0.5559003648378277,0.646031470232059,0.5412234748648598,0.6514629181950626,0.6323138293376331,0.5462045608672141,0.6125964172835116,0.6399594818179903,0.5972923871199903,0.5254253878948717
2019-07-23,0.558926750230832,0.6543985803272406,0.5521594666731391,0.6281208203174456,0.6220191501021912,0.5672740391092751,0.6065135277748651,0.6522193801580661,0.5969418810747348,0.5365541258688703
2019-07-24,0.5670724356919742,0.6439008016496329,0.5213317360263302,0.610612417238224,0.6382708820145152,0.5808734391905964,0.6191715184121592,0.6383098861773401,0.6103689885425164,0.5451959061236362
2019-07-25,0.5644332834797502,0.6514946234347813,0.5332746888006518,0.6183338376856277,0.6341432652093576,0.5742026905399913,0.6177099995177339,0.6424169502416378,0.5835521905097721,0.5654147153117504
2019-07-26,0.5701496364325715,0.651808766386491,0.523004752564999,0.5947423176342085,0.6251229403543309,0.585412224192691,0.6276041563708535,0.6447723543717426,0.565198701751156,0.5958915450312279
2019-07-29,0.560021571410509,0.653678363292615,0.5213630549778563,0.58152195325458,0.6298864619323926,0.5686414405685313,0.6096632150436786,0.6444187210550086,0.58175097629477,0.6250644775511089
2019-07-30,0.5623915251097443,0.648569122080202,0.5459523707989656,0.5772110846077834,0.6232135574767539,0.5744049684105318,0.5991157348781032,0.6606885001145169,0.5759302402751506,0.6222483058106825
2019-07-31,0.5577847680634646,0.6405611825789367,0.5688859083772858,0.5557003730251294,0.6325516578727581,0.5884879250223924,0.5994042052749003,0.6642901508789807,0.5668299081434348,0.6158794395509973
2019-08-01,0.5730852618061505,0.6484485822504747,0.5552746317891447,0.5363429964216092,0.6320524387095557,0.6030963703769993,0.6142737832412409,0.6398320552514587,0.5633098171643974,0.6211207390242481
2019-08-02,0.5735027594053276,0.6493817026382177,0.5082514034795856,0.5560854187001685,0.6218809708489733,0.5933806734932187,0.6079351840385412,0.6378261713590182,0.5736292890118375,0.6433096355281854
2019-08-05,0.5757482792636469,0.6611353765514733,0.5276832916882684,0.5479275442673996,0.6040234593230626,0.6089696105668613,0.6177761372055582,0.6229168988658078,0.5843156354095543,0.6325183782428855
2019-08-06,0.5730743495416147,0.667672668386505,0.5195751304192702,0.521893404795521,0.5997359926239564,0.6023649237549624,0.6312076186800651,0.6172427097269827,0.5908909730155241,0.6309439304522564
2019-08-07,0.5824455581652477,0.6648288868808099,0.5166200669018721,0.5062969321515691,0.5970948315041535,0.6046584060179668,0.6163249627513671,0.6083856088756509,0.5905123819845444,0.6515822694222869
2019-08-08,0.5894124925884089,0.6600207211913313,0.5068933578965985,0.5035899924572299,0.5924671473592392,0.5865293082944472,0.6090759340933526,0.6095255486419365,0.585143846110044,0.6739801867224405
2019-08-09,0.5944142097618531,0.6685289715116426,0.5072402647235225,0.5040771952412635,0.576230579136224,0.5905848628109612,0.6159652632256553,0.6109695991111749,0.5815286615317179,0.6652276414348194
2019-08-15,0.6124892026882586,0.6697168283207161,0.5048141158996664,0.5249059228700138,0.5725689966310142,0.5715722470625424,0.5928149777408204,0.6022552786912233,0.6015747633545746,0.6709765112029275
2019-08-16,0.62648233521205,0.6642595429782477,0.508412137515111,0.5405210713109369,0.5702667467285613,0.5450612758284071,0.5695598358300354,0.5936958022545765,0.6040430744317483,0.6871070322571967
2019-08-19,0.6265019053047824,0.6450898470523793,0.5078874458894445,0.5271136284596679,0.5920416966668807,0.5411452630159577,0.5555003576651126,0.5717081573358679,0.6159027157531197,0.7035670873554968
2019-08-20,0.628635322039291,0.6440349249011369,0.5033005787329033,0.5231639029346823,0.5928248449608244,0.5257215422663948,0.546244561889882,0.5584796898799989,0.6105966715196747,0.7149475244377138
2019-08-21,0.6368820280972668,0.6406469280192869,0.5166285009280067,0.5168895282119416,0.5839673583147369,0.5332841018775546,0.545301583188625,0.5504275128556758,0.622907138239799,0.7101699766970531
2019-08-22,0.6349252675071927,0.6384832863158648,0.5105308380911301,0.5175027042344256,0.5838311832241837,0.5272496025065257,0.5357208021405836,0.5516277912137818,0.6238301743881609,0.7150950830824573
2019-08-23,0.6284124794292129,0.641431930196875,0.5190703193646605,0.5243607721157888,0.5941170514022631,0.5249804069640048,0.5359682955501617,0.5437302004573333,0.6341322970222462,0.7073202091981431
2019-08-26,0.6353395038431401,0.6436217504260312,0.5210149263901961,0.5117594092463885,0.585592550757786,0.5411311000653469,0.5412022446208865,0.5389750787773184,0.6164724378670056,0.7139786183948443
2019-08-27,0.636457061118744,0.6461450254916887,0.519002834634669,0.517668330006062,0.5782870967177666,0.543627664002408,0.5430512203461291,0.5419952680479917,0.5939864180981239,0.7235536535581369
2019-08-28,0.6389048696975447,0.6399323266693784,0.5120120801294133,0.508057586126981,0.5820625957585045,0.5431690571363333,0.5438701843897277,0.5348423864877667,0.5807889221372483,0.731868508952317
2019-08-29,0.6398647241409515,0.6317560574882147,0.5037128687200276,0.5189720302319473,0.601897369577641,0.5422888248371908,0.5414462464566555,0.5222280073983386,0.5606222136408263,0.7361297121585538
2019-09-02,0.6421903547457732,0.6346136212844612,0.5075237928872364,0.5015189936553132,0.5999727182917788,0.5381627914083859,0.5504777593763802,0.5060475105698075,0.5675678705569469,0.7326205827820309
2019-09-03,0.6320120854397772,0.636961831842231,0.5103045392506159,0.5034318238361465,0.598652523751421,0.5491279425598675,0.5649237312641598,0.5170205719813671,0.5479997965096709,0.7363319057678605
2019-09-04,0.6213256598441771,0.6352337208880706,0.5095051251722115,0.5161176160275177,0.5999584121205762,0.5390905024243667,0.55103357447003,0.5038891360441998,0.5389329515887223,0.7491943695252344
2019-09-05,0.6198077354049318,0.6314894635145833,0.5055470954906175,0.5283488476744863,0.5931322691910242,0.5369603440309525,0.5429347868240973,0.5031672520173494,0.5344723822743235,0.7560309591823845
2019-09-06,0.6143137145645424,0.6334750389973799,0.5134133909489299,0.5269602426202512,0.5935804684582825,0.5176744555443422,0.5384766203912503,0.5038351386657296,0.5441253145205601,0.7584748219011033
2019-09-09,0.6074582408121342,0.6419808300381888,0.5016011037446649,0.535911610904208,0.6037416671902919,0.5343202899953169,0.5524764949351043,0.5002126426918398,0.5551999733257759,0.745707129635801
2019-09-10,0.6227503019977241,0.6545756411024511,0.5137772511529769,0.5320162825983387,0.6021432266170107,0.5338820163565626,0.5567396292420594,0.5232951363611165,0.554365922784876,0.7294254964179333
2019-09-11,0.6084835919594714,0.6425575517412511,0.5037636642829457,0.5290280394992352,0.6017874367276576,0.5196882283337869,0.5302118979803504,0.5224234183247337,0.5547734672339044,0.7509959437718939
2019-09-12,0.6035727186546945,0.6425363319195427,0.5023178865310767,0.5322181516587797,0.6134501541758098,0.5322331935200003,0.5424225003462212,0.5056762410940568,0.5665237358465274,0.7426037990709444
2019-09-13,0.6144451307841772,0.6408090165965323,0.5192122603302937,0.5227009068413461,0.5931671264262598,0.5307035867192996,0.5421024989897176,0.5031205269403013,0.575210496146276,0.7454383860636171
2019-09-16,0.6123758750303828,0.6375656883083394,0.5119009986104112,0.5146932272169674,0.612173169688907,0.5259986968166104,0.5440395484166387,0.501734027938351,0.5806093735705194,0.73979536798959
2019-09-17,0.61165680620882,0.6359627296674536,0.5072375291820569,0.5328178080555065,0.6113162694096648,0.5309858827389383,0.5472320213321021,0.5088458183344234,0.5701770336190339,0.7417503864990039
2019-09-18,0.5929958122847795,0.6295365863215857,0.519577821934375,0.5529502652017387,0.613683562203314,0.5306426961638582,0.5556737480495327,0.520107559659048,0.5525937263998842,0.74972631767347
2019-09-19,0.5856926525773537,0.6297529930280422,0.5159748272269299,0.5552647571784414,0.6189294824597603,0.5181941171196197,0.5446010611627189,0.5247351479143763,0.5697183877320173,0.7483659985417953
2019-09-20,0.5940053725535434,0.6149654310222982,0.5400428009767227,0.552881784975602,0.6211608144598575,0.5209696195519368,0.5409272844006989,0.5385657215159229,0.5766155995550969,0.7459779789643682
2019-09-23,0.6008736521235839,0.6078113068934877,0.5395989789827763,0.5629164219975159,0.6032481427624163,0.5147702807300375,0.5283443760093914,0.5289595542969606,0.5916405972215684,0.7507336945018223
2019-09-24,0.6085622435625542,0.6021848796087512,0.5450275715260782,0.5525042781105455,0.6057237057579516,0.5145547111091994,0.5245860175735242,0.5384458632647232,0.5844237087326306,0.7519923778858034
2019-09-25,0.6172270323240125,0.6023923613377545,0.5461834204098547,0.5621620127258834,0.6015703276674547,0.5234676140519746,0.5210687175449061,0.5532879467788905,0.5893018455886667,0.7424090305005219
2019-09-26,0.6216814743532211,0.6027333910006963,0.5259223433898373,0.5520785872627189,0.6057369873311589,0.5068226816426663,0.5127181396618954,0.5632322347840333,0.6005542206322801,0.7384708699020902
2019-09-27,0.6263471222964911,0.6191727909261396,0.5561344626346999,0.5656862440099838,0.5916024463115813,0.5210747197946424,0.5513945674535463,0.5637695726198074,0.6071880614485993,0.7155161448623004
2019-09-30,0.6260047679622812,0.6149115979794179,0.5505288845586985,0.5796053015178476,0.5716775089985845,0.5134750431977972,0.5473270408679632,0.5535839434261158,0.5978216134429322,0.7305204200820213
2019-10-01,0.6228308942873902,0.626126731648674,0.5308378267399753,0.5709798547853383,0.5888830505588823,0.5126927094619819,0.550025822878475,0.5517311161840791,0.5993340082674353,0.7258747012282888
2019-10-02,0.6285095995262039,0.6223360998248965,0.5211321381969267,0.5745833948369169,0.5934965048947446,0.5008415232386113,0.5355124701404609,0.5502080572548724,0.5785502170707472,0.734364239658366
2019-10-03,0.6284921456002984,0.6166329185983015,0.5337455364384713,0.5420889793091923,0.5933562711153527,0.525197004225458,0.5122841733922926,0.5320708515513327,0.5805419514054441,0.7471248060610621
2019-10-04,0.6146087842273575,0.6171673530044425,0.5468133577785641,0.5437627913063546,0.5967828931639839,0.5191373937063606,0.5185734084805939,0.5135858289900632,0.553641121211026,0.7588454989482519
2019-10-07,0.6191873166789686,0.6148729966995664,0.5499399552025479,0.5431264811500254,0.5842460795870811,0.5294790554377097,0.518413455356002,0.5194996220900274,0.540291545627943,0.7627673512768309
2019-10-08,0.6226146145486369,0.6290211396575981,0.5650356045428169,0.5208091475246103,0.5986574125785301,0.5422660265573342,0.5311402738318621,0.5289767325155801,0.5443470530164479,0.7438686769600027
2019-10-09,0.6016134871699385,0.6268063373695872,0.5857424770614562,0.5099603699509377,0.596413612738283,0.5621155004171549,0.5182228406954487,0.5246499812466153,0.5609143125311418,0.7438253775021365
2019-10-10,0.5912251001901383,0.6183952692415954,0.5680592628051061,0.5254160397452449,0.5829527636702909,0.5567034991506621,0.5319170940229472,0.5014848939711148,0.5803011549365878,0.7567644543080698
2019-10-11,0.5731548928367919,0.6103985466490537,0.5511868376660859,0.5454156090164827,0.5700244586036299,0.5527203533788804,0.5466208902309394,0.5377455677468771,0.5327524900482179,0.7766498552545972
2019-10-14,0.544550838349194,0.6168936655779388,0.5869648514246785,0.5079189199778916,0.5791963584419036,0.601457456852281,0.582094044566113,0.5255851669703938,0.579726908979475,0.7398343563907748
2019-10-15,0.5774040085268718,0.5923677511531292,0.5922684330444195,0.5059937575376093,0.5772320461132205,0.5811461921371018,0.5741842748985838,0.5080916115971174,0.5479223931321905,0.7600455925927894
2019-10-16,0.5605133991008161,0.5931537938797179,0.6029955736752511,0.5111580850052295,0.5811740587627793,0.56644651354606,0.5678522561633358,0.5198154253568337,0.5304519682341686,0.7666659899053525
2019-10-17,0.5873638379009565,0.6052363625547784,0.5868941795871924,0.5072984154591691,0.5822371164730186,0.5402529645121139,0.5381173270254443,0.5315289046273199,0.5354925619900008,0.7696481869756076
2019-10-18,0.59113708528369,0.5960927487166882,0.5538488347048091,0.5296080960617441,0.5798050987333273,0.5329597887067211,0.526764861721816,0.5082985171615547,0.5264690646180299,0.7843482970627024
2019-10-21,0.593915997930874,0.5747833704566505,0.5550011222424632,0.528822524778139,0.5871947203653157,0.5436035993205774,0.5460369985122426,0.5032845299282027,0.5405734430397747,0.7820671760097643
2019-10-22,0.6241359390238161,0.5923363871822666,0.5561858525211055,0.5185135394544789,0.5770975987726091,0.5152616219239663,0.539245465266087,0.5032200328493405,0.5411231228550093,0.7725016090964495
2019-10-23,0.6192621881581105,0.5940828184221904,0.5668989669576879,0.5219360224916579,0.5610602565986961,0.5009999815277876,0.5414901158024991,0.526125982253484,0.521501460896547,0.7765569374001906
2019-10-24,0.6172193690601356,0.5885761265750388,0.5581392676121275,0.5202269158480987,0.5786510444758727,0.5149790307421381,0.5560047233169806,0.5232363871094118,0.5265406083230446,0.7737598894963068
2019-10-25,0.6173995743860707,0.5981099123283848,0.5770249219895884,0.5212039082309005,0.5627422070872824,0.5253952225783506,0.549581872384969,0.5289321797057255,0.513251681275872,0.7706804569744223
2019-10-28,0.6309490586090296,0.5933091922859932,0.5844090226044604,0.5093936011892075,0.5573457921877307,0.5205114109872883,0.5480380955281359,0.5292567137679284,0.5195459736277556,0.7660616659446826
2019-10-30,0.6198792060960928,0.6103025179966287,0.607181552674592,0.5535529050545424,0.5667049730696305,0.5380057525876506,0.5610365086591576,0.5351801837788822,0.5283947480881662,0.7419799363707419
2019-10-31,0.6164013185291181,0.6097529050155818,0.6379350390176012,0.5636716805563856,0.5675415115145673,0.5441470219317414,0.5780571961123414,0.541770711168909,0.5405588887291958,0.7155050559690763
2019-11-01,0.6141887391857989,0.6033848233503264,0.6134235934027324,0.5578167005900462,0.572738772136341,0.5359117046264964,0.565771206811731,0.5338745499894334,0.5117640459664186,0.7428654561409295
2019-11-04,0.6041841044090472,0.6039895799192593,0.6278860486329879,0.5666431692093704,0.5659646913313428,0.5532977673542095,0.574796802376845,0.5205026720340012,0.5071420129219432,0.73534841250429
2019-11-05,0.5834706051246611,0.613067849955549,0.652537615118739,0.5679933221138678,0.5676947570724943,0.5501071344733165,0.5768550350029139,0.5366189946803855,0.5139262402228039,0.7212096792995172
2019-11-06,0.5857635381068574,0.5993531938580847,0.6939943838506579,0.5940622792075393,0.5772000307916129,0.5585430013549499,0.5670318260215409,0.5364483643936265,0.5388809959870918,0.6751642874555669
2019-11-07,0.5695919087423958,0.5935891961020653,0.6914254806016672,0.5912819856386006,0.5759385027812955,0.5743021143184552,0.5775773438250567,0.5430247271380072,0.5290506639468604,0.6803669906138684
2019-11-08,0.5538952242821259,0.6045812189997911,0.6865635813645983,0.5816962959023123,0.5433865335791918,0.5712589957758677,0.5870960802396897,0.5603074285696373,0.5379144992168299,0.6901801033962229
2019-11-11,0.5105640726474566,0.5739318533073291,0.6979078992531597,0.5787634257603526,0.5082942830787059,0.6019886749388683,0.6038200138041309,0.5231320217612376,0.6141505315136104,0.6592101260378267
2019-11-12,0.5036156501918544,0.5694682376890177,0.7082226383232846,0.5657961077046967,0.5258037244636067,0.5785492757891945,0.6050113028257768,0.5018388287565919,0.6648915779087158,0.6163211022858542
2019-11-13,0.515579104621996,0.5489925980909266,0.6928593213852646,0.5519589224729639,0.5335161363076407,0.5919178874737502,0.6041013652637689,0.5094293443782516,0.6591423334888132,0.6508282531516372
2019-11-14,0.5205340111189533,0.5526907726229932,0.6633956573434259,0.539015847309786,0.5473223674014772,0.5629438120178868,0.5636448189012284,0.5255648384890371,0.7152591986966871,0.6498355575541903
2019-11-15,0.54480047815207,0.567105814479691,0.6615191933523618,0.5227986288145048,0.5618036731933492,0.5270531180239101,0.5386743694968232,0.5112264659966965,0.7332413595285067,0.631976411642351
2019-11-18,0.539371833137965,0.5674089886406108,0.6581697553437823,0.5437559077158607,0.584469858534234,0.5209551478061716,0.538796860119168,0.5078136372798366,0.7353441764405849,0.6164359964265783
2019-11-19,0.5280009172996745,0.5671950764464204,0.6478366454006383,0.5406334366729407,0.5685938158120003,0.5313550682008338,0.5488484258902523,0.5503628295986136,0.7350335331155614,0.628271332215082
2019-11-20,0.5249565517364898,0.5788649885970807,0.6607814823443489,0.5500559160152563,0.5541005426474405,0.5359091713895651,0.5479696235851671,0.5599717810347881,0.7195917446444166,0.6325810864684186
2019-11-21,0.5007720734954971,0.5546301401265044,0.6589876359875647,0.5447801122412683,0.5185078583237931,0.5305172634476236,0.5433692278444479,0.5945163531142864,0.7283588338037698,0.6288716565424727
2019-11-22,0.5251448941786244,0.5510860595306019,0.6891803515305912,0.5434780731546199,0.5522172476274279,0.5384578705216113,0.5421568254233343,0.5804282088095273,0.7324935907621216,0.5607017172461181
2019-11-25,0.536368275282093,0.5659005333179875,0.7199470298840311,0.5294781734243424,0.5048292152018163,0.5478247643602727,0.5400379039910692,0.5748019691058573,0.7086998219647135,0.5559947075845875
2019-11-26,0.5632959870894487,0.5524633624135757,0.6892747609400246,0.5817429276402637,0.5130118688892483,0.5460507792277222,0.5378793909693588,0.5881077919992591,0.7112521161096558,0.5756981674425955
2019-11-27,0.5618013381553312,0.5385593007884807,0.7070257583601708,0.5746498207263169,0.52636534506688,0.5415735632577275,0.551094341586614,0.5898667745657015,0.7083541691488825,0.529171979359938
2019-11-28,0.5540630446178388,0.5291583304564275,0.7189743013032567,0.5910247958571387,0.546492823988864,0.5548352779496653,0.5501468024671651,0.5827698504418988,0.6907447540120176,0.513609940390556
2019-11-29,0.5944812670972797,0.5262440416595469,0.722945667727852,0.5721666111256057,0.5266639390663281,0.5737270059710026,0.5837144055336778,0.5506910615546968,0.672440136512821,0.5335102653564971
2019-12-02,0.6150347179840091,0.5149723905797686,0.7096654483897797,0.5927015309483025,0.5459379654228304,0.5823011299011278,0.6030720193705462,0.5636358191356335,0.6466763451539946,0.505449465021487
2019-12-03,0.6156594940604307,0.5039145869749351,0.7128230463749962,0.5704289649127683,0.5571715960824587,0.5921713243508905,0.5944571666200295,0.5436786627038647,0.6564660419435802,0.5197238883694167
2019-12-04,0.6259924351202008,0.5131285753841677,0.6763254278175573,0.5602638839145914,0.5350747438741715,0.5545291420808661,0.5858796405303986,0.5948632611402233,0.6924355676706563,0.5522762091398082
2019-12-05,0.5865003377111878,0.5027326495323783,0.6956378859161186,0.51115255599858,0.5271903275921477,0.5371583850160623,0.5781620252542559,0.5743214141271688,0.7240112605571022,0.5358983880530005
2019-12-06,0.5777184184545731,0.5090668972754248,0.7063192227202103,0.5133441476240732,0.5333258669446628,0.5438498432899118,0.5847209801718901,0.5327720769921315,0.7243303850879959,0.5251766683377181
2019-12-09,0.5974813813308775,0.5127510913140064,0.6832613238811529,0.5297811447582339,0.5060854915798892,0.5445957229621992,0.5930231662101187,0.5394629275584452,0.7214940174452278,0.5753540183394215
2019-12-10,0.6074600182024323,0.5224547457053004,0.6991319722937028,0.5455752245499975,0.5117254733272619,0.5365382727611548,0.5806465832945135,0.56539791959451,0.7118870166557052,0.5133864595487642
2019-12-11,0.5810900225947838,0.5074502725936939,0.7009064629564699,0.5244427434521969,0.5324550653210571,0.5458409592136505,0.6150877653291233,0.5576429392908655,0.7073801046938897,0.5281073551193781
2019-12-12,0.6039326937461751,0.5095557275885407,0.7098720043826444,0.5384142512605691,0.5105715421669558,0.5360358928449387,0.6109472710265365,0.5375417517042554,0.6966818677366223,0.5297170184571767
2019-12-13,0.6051831727649045,0.543425302645906,0.665651167417989,0.5403171417818603,0.5266822422580976,0.5154039483207546,0.5842215848124378,0.5128735746969301,0.7345310378502344,0.5767009616317628
2019-12-16,0.5772606142543545,0.5306946267630556,0.6827569818030814,0.5024395243834775,0.5205679967934796,0.5056056329071249,0.5726743981920269,0.509599410475437,0.7458878020966212,0.5671169810159538
2019-12-17,0.5708979881806172,0.5235059991014713,0.7141026028143908,0.5162649483802871,0.531818442393447,0.50262428183903,0.5733225835447816,0.5003060184412031,0.7286675759727906,0.5272603370087025
2019-12-18,0.5694495273749794,0.5094438041439294,0.7279047729838996,0.5036441107410241,0.5328363193000595,0.5108965540536345,0.5661978825108467,0.5428554416992915,0.715611659958386,0.5184588334481738
2019-12-19,0.5803602756411045,0.523891392121126,0.7370268359942167,0.5017906298643078,0.5308233954970584,0.5134709450794376,0.5620611443973513,0.5731655593846211,0.6928698862850603,0.5190390499995244
2019-12-20,0.6304732252480362,0.5083868251558271,0.7097919600454516,0.5038358777838065,0.5218563809468215,0.5179897633104474,0.5646382824942996,0.5768383311051246,0.6977534743294932,0.5003507676289237
2019-12-23,0.6330798774935108,0.5084081142992631,0.7194996338409334,0.5073533742195241,0.5181843032198047,0.5314823599430257,0.5723958758064137,0.587118532222418,0.6758846050846695,0.5028277014179827
2019-12-24,0.6327336066402103,0.5205925320138657,0.7091763096510363,0.5016074384454724,0.5251822611677167,0.5293938256345446,0.5806824030543127,0.5977721665036174,0.6747909327686569,0.5345322440705619
2019-12-25,0.6464917975812626,0.5001017251530662,0.6766788488837575,0.5051421724123649,0.5364634708364676,0.523406259852064,0.5922839839489453,0.611987033490326,0.6805492805383665,0.553632887787513
2019-12-26,0.6289559824945539,0.5055087186713084,0.6963006059657171,0.5239209264348683,0.5105842548974926,0.5626195862923474,0.6198342927183425,0.6025668773525426,0.6478548763843627,0.5676051442836548
2019-12-27,0.6588933188211671,0.5015232850733323,0.6812026626843055,0.5525131434154887,0.5082011414601558,0.550073397320523,0.6171728655412722,0.6013542369023064,0.6497770390678871,0.5354928404445155
2019-12-30,0.6674066645909558,0.5100718978309173,0.6337176790577296,0.5455498048556591,0.5532178311344501,0.5394872245784118,0.6214075571236044,0.5856850006727458,0.6894166970785433,0.5260326019835934
2019-12-31,0.6938651830448905,0.5139629091828746,0.5756959390410059,0.5602838259546007,0.5621308509902755,0.5373611484815048,0.6280605488543907,0.569506759282944,0.6924148525003826,0.5214046009055749
2020-01-02,0.6952899743479454,0.5132508666826421,0.5729476477165948,0.5166634498025581,0.5869093364170818,0.5275898338641021,0.6199107222497445,0.5439668188830814,0.7059595087693261,0.512365608799432
2020-01-03,0.7186847201521669,0.5494277162040285,0.5643516738018212,0.5283013125722661,0.5659359163812318,0.5476975264851607,0.6405110870837548,0.5372258617531138,0.6634705158147537,0.5377963479747313
2020-01-06,0.7504600616276847,0.5441415990065974,0.5443447218708984,0.5491846721898118,0.5124876502403323,0.5440679198565208,0.6423589587997315,0.5687616464189663,0.6195107777474899,0.5259194021126165
2020-01-07,0.7345889326469219,0.547092641027032,0.5576397328838072,0.5532141874412089,0.5006377858726435,0.5449773711716118,0.6515802766539197,0.5716009647700234,0.6323870723609464,0.5073724050848876
2020-01-08,0.7231846610520268,0.5453088216714838,0.5602155307347234,0.5427330450807978,0.5180458070466262,0.5131193049271365,0.6269918921833038,0.5936679589835406,0.6671601922604906,0.5213044870077931
2020-01-09,0.6813949782655011,0.5306792161276103,0.5504593876209366,0.5334783354753793,0.5038030531296777,0.5640100432683991,0.5750151741225183,0.5797395261026089,0.7371276301446262,0.5356634227416052
